%time,field.header.seq,field.header.stamp,field.header.frame_id,field.distanceA,field.distanceB,field.distanceC,field.distanceD,field.distanceE,field.distanceF,field.distanceG,field.distanceH
1710773606002118323,25818,1710773606001632644,,0.60900002718,0.649999976158,0.570999979973,0.303999990225,0.134000003338,0.70300000906,0.0320000015199,0.0
1710773606052047108,25819,1710773606051602002,,0.60900002718,0.651000022888,0.630999982357,0.342000007629,0.135000005364,0.702000021935,0.0320000015199,0.0
1710773606101940163,25820,1710773606101528235,,0.555000007153,0.651000022888,0.569000005722,0.342999994755,0.137999996543,0.700999975204,0.0320000015199,0.0
1710773606153065463,25821,1710773606151829000,,0.503000020981,0.651000022888,0.569000005722,0.342999994755,0.141000002623,0.700999975204,0.0320000015199,0.0
1710773606202034193,25822,1710773606201590285,,0.455000013113,0.651000022888,0.508000016212,0.342999994755,0.140000000596,0.700999975204,0.0320000015199,0.0
1710773606252702199,25823,1710773606251771779,,0.508000016212,0.649999976158,0.568000018597,0.342999994755,0.140000000596,0.70300000906,0.0320000015199,0.0
1710773606303596509,25824,1710773606301944680,,0.507000029087,0.651000022888,0.500999987125,0.381999999285,0.137999996543,0.70300000906,0.0320000015199,0.0
1710773606352681020,25825,1710773606351797110,,0.507000029087,0.657000005245,0.561999976635,0.462000012398,0.140000000596,0.70300000906,0.0320000015199,0.0
1710773606403832362,25826,1710773606402417512,,0.456000000238,0.652999997139,0.497000008821,0.36700001359,0.137999996543,0.703999996185,0.0320000015199,0.0
1710773606452644632,25827,1710773606451974265,,0.509000003338,0.653999984264,0.560000002384,0.330000013113,0.141000002623,0.704999983311,0.0320000015199,0.0
1710773606502062686,25828,1710773606501565601,,0.505999982357,0.648000001907,0.430000007153,0.25,0.142000004649,0.705999970436,0.0320000015199,0.0
1710773606553425174,25829,1710773606551998502,,0.504000008106,0.648000001907,0.497000008821,0.25,0.142000004649,0.704999983311,0.0320000015199,0.0
1710773606602230622,25830,1710773606601547859,,0.504999995232,0.647000014782,0.43900001049,0.286000013351,0.138999998569,0.704999983311,0.0320000015199,0.0
1710773606652651804,25831,1710773606651866801,,0.558000028133,0.647000014782,0.451999992132,0.286000013351,0.136000007391,0.703999996185,0.0320000015199,0.0
1710773606701946941,25832,1710773606701527981,,0.509999990463,0.649999976158,0.453999996185,0.248999997973,0.136000007391,0.703999996185,0.0320000015199,0.0
1710773606752892032,25833,1710773606752049685,,0.509000003338,0.651000022888,0.449000000954,0.21099999547,0.138999998569,0.705999970436,0.0320000015199,0.0
1710773606803667227,25834,1710773606802143783,,0.509000003338,0.65499997139,0.439999997616,0.21400000155,0.137999996543,0.70300000906,0.0320000015199,0.0
1710773606852908092,25835,1710773606851866370,,0.509999990463,0.652000010014,0.503000020981,0.21099999547,0.138999998569,0.703999996185,0.0320000015199,0.0
1710773606904218081,25836,1710773606902764013,,0.509999990463,0.651000022888,0.507000029087,0.21099999547,0.136999994516,0.70300000906,0.0320000015199,0.0
1710773606952790715,25837,1710773606951831180,,0.510999977589,0.652000010014,0.508000016212,0.21099999547,0.140000000596,0.703999996185,0.0320000015199,0.0
1710773607002796792,25838,1710773607001845486,,0.56099998951,0.65499997139,0.444999992847,0.25,0.140000000596,0.703999996185,0.0320000015199,0.0
1710773607052785214,25839,1710773607051780575,,0.610000014305,0.657999992371,0.442999988794,0.254000008106,0.140000000596,0.70300000906,0.0320000015199,0.0
1710773607101966968,25840,1710773607101535143,,0.560000002384,0.663999974728,0.569000005722,0.254000008106,0.136999994516,0.705999970436,0.0320000015199,0.0
1710773607153545032,25841,1710773607151965182,,0.509999990463,0.658999979496,0.632000029087,0.254000008106,0.138999998569,0.705999970436,0.0320000015199,0.0
1710773607203151006,25842,1710773607202467670,,0.510999977589,0.660000026226,0.634000003338,0.21400000155,0.141000002623,0.703999996185,0.0320000015199,0.0
1710773607252288436,25843,1710773607251743746,,0.56099998951,0.660000026226,0.633000016212,0.21400000155,0.143999993801,0.70300000906,0.0320000015199,0.0
1710773607303188425,25844,1710773607301826023,,0.611999988556,0.657999992371,0.566999971867,0.21400000155,0.141000002623,0.70300000906,0.0320000015199,0.0
1710773607352870023,25845,1710773607351960853,,0.559000015259,0.657999992371,0.500999987125,0.215000003576,0.140000000596,0.702000021935,0.0320000015199,0.0
1710773607404436421,25846,1710773607402283652,,0.559000015259,0.652000010014,0.501999974251,0.178000003099,0.138999998569,0.702000021935,0.0320000015199,0.0
1710773607452408586,25847,1710773607451745407,,0.509000003338,0.65499997139,0.564999997616,0.215000003576,0.138999998569,0.70300000906,0.0320000015199,0.0
1710773607502497791,25848,1710773607501725600,,0.462000012398,0.652999997139,0.569000005722,0.252000004053,0.136999994516,0.704999983311,0.0320000015199,0.0
1710773607553298717,25849,1710773607551974337,,0.411000013351,0.65499997139,0.500999987125,0.250999987125,0.137999996543,0.703999996185,0.0320000015199,0.0
1710773607601758228,25850,1710773607601495727,,0.407999992371,0.653999984264,0.435000002384,0.209000006318,0.138999998569,0.708000004292,0.0320000015199,0.0
1710773607652288736,25851,1710773607651706442,,0.405999988317,0.65600001812,0.499000012875,0.209999993443,0.142000004649,0.708000004292,0.0320000015199,0.0
1710773607703426903,25852,1710773607701692573,,0.507000029087,0.648999989033,0.504000008106,0.207000002265,0.136999994516,0.709999978542,0.0320000015199,0.0
1710773607752833501,25853,1710773607751930372,,0.559000015259,0.652999997139,0.508000016212,0.21099999547,0.135000005364,0.705999970436,0.0320000015199,0.0
1710773607803115831,25854,1710773607801960097,,0.611000001431,0.573000013828,0.430999994278,0.211999997497,0.131999999285,0.686999976635,0.0320000015199,0.0
1710773607852465033,25855,1710773607851812947,,0.56099998951,0.574000000954,0.430000007153,0.21099999547,0.131999999285,0.686999976635,0.0320000015199,0.0
1710773607902967468,25856,1710773607901973662,,0.512000024319,0.569999992847,0.426999986172,0.24699999392,0.137999996543,0.686999976635,0.0320000015199,0.0
1710773607952536931,25857,1710773607951817709,,0.510999977589,0.649999976158,0.504000008106,0.324000000954,0.138999998569,0.699999988079,0.0320000015199,0.0
1710773608002649729,25858,1710773608001707903,,0.509999990463,0.648000001907,0.507000029087,0.326999992132,0.141000002623,0.698000013828,0.0320000015199,0.0
1710773608052812999,25859,1710773608051779141,,0.460000008345,0.652000010014,0.568000018597,0.326999992132,0.140000000596,0.699999988079,0.0320000015199,0.0
1710773608102290484,25860,1710773608101582200,,0.460000008345,0.648000001907,0.504000008106,0.21400000155,0.141000002623,0.70300000906,0.0320000015199,0.0
1710773608153610060,25861,1710773608152325993,,0.510999977589,0.652999997139,0.5,0.328999996185,0.141000002623,0.700999975204,0.0320000015199,0.0
1710773608202944056,25862,1710773608201712853,,0.510999977589,0.65499997139,0.437000006437,0.328999996185,0.140000000596,0.70300000906,0.0320000015199,0.0
1710773608252374302,25863,1710773608251723778,,0.560000002384,0.660000026226,0.441000014544,0.328999996185,0.136999994516,0.702000021935,0.0320000015199,0.0
1710773608303226272,25864,1710773608301917829,,0.559000015259,0.657999992371,0.381000012159,0.32800000906,0.130999997258,0.702000021935,0.0320000015199,0.0
1710773608352451517,25865,1710773608351855108,,0.60799998045,0.657000005245,0.444999992847,0.326999992132,0.130999997258,0.700999975204,0.0320000015199,0.0
1710773608403099424,25866,1710773608402028378,,0.558000028133,0.653999984264,0.509000003338,0.326000005007,0.135000005364,0.702000021935,0.0320000015199,0.0
1710773608452804254,25867,1710773608451906698,,0.507000029087,0.652000010014,0.508000016212,0.21099999547,0.135000005364,0.703999996185,0.0320000015199,0.0
1710773608502462521,25868,1710773608501712831,,0.456000000238,0.65499997139,0.449000000954,0.211999997497,0.136999994516,0.700999975204,0.0320000015199,0.0
1710773608552665999,25869,1710773608551806986,,0.456999987364,0.65499997139,0.384999990463,0.173999994993,0.134000003338,0.700999975204,0.0320000015199,0.0
1710773608601996505,25870,1710773608601506243,,0.455000013113,0.660000026226,0.379999995232,0.215000003576,0.136999994516,0.691999971867,0.0320000015199,0.0
1710773608652818632,25871,1710773608652000035,,0.456000000238,0.65499997139,0.372999995947,0.252000004053,0.138999998569,0.690999984741,0.0320000015199,0.0
1710773608702489087,25872,1710773608701762469,,0.555999994278,0.652999997139,0.377999991179,0.28900000453,0.136999994516,0.698000013828,0.0320000015199,0.0
1710773608752689388,25873,1710773608751821676,,0.60900002718,0.648999989033,0.448000013828,0.326000005007,0.135000005364,0.698000013828,0.0320000015199,0.0
1710773608802756563,25874,1710773608801780986,,0.558000028133,0.646000027657,0.509999990463,0.287999987602,0.136000007391,0.712999999523,0.0320000015199,0.0
1710773608852672279,25875,1710773608851889360,,0.505999982357,0.643999993801,0.510999977589,0.248999997973,0.136000007391,0.714999973774,0.0320000015199,0.0
1710773608902640548,25876,1710773608901994869,,0.458000004292,0.643999993801,0.507000029087,0.248999997973,0.136999994516,0.71899998188,0.0320000015199,0.0
1710773608952861839,25877,1710773608952200586,,0.509000003338,0.648999989033,0.505999982357,0.248999997973,0.136999994516,0.71899998188,0.0320000015199,0.0
1710773609001867447,25878,1710773609001504894,,0.509999990463,0.652000010014,0.569000005722,0.212999999523,0.138999998569,0.703999996185,0.0320000015199,0.0
1710773609053008952,25879,1710773609052072282,,0.509000003338,0.657999992371,0.630999982357,0.212999999523,0.138999998569,0.699000000954,0.0320000015199,0.0
1710773609101955761,25880,1710773609101556020,,0.455000013113,0.657000005245,0.632000029087,0.250999987125,0.136999994516,0.699999988079,0.0320000015199,0.0
1710773609153552111,25881,1710773609151846531,,0.507000029087,0.65499997139,0.565999984741,0.287000000477,0.137999996543,0.703999996185,0.0320000015199,0.0
1710773609203210120,25882,1710773609201589541,,0.558000028133,0.658999979496,0.504999995232,0.252000004053,0.137999996543,0.711000025272,0.0320000015199,0.0
1710773609253071933,25883,1710773609251850938,,0.560000002384,0.661000013351,0.442000001669,0.216000005603,0.135000005364,0.713999986649,0.0320000015199,0.0
1710773609303379892,25884,1710773609301956033,,0.558000028133,0.661000013351,0.446999996901,0.216000005603,0.130999997258,0.708999991417,0.0320000015199,0.0
1710773609352457014,25885,1710773609351704459,,0.558000028133,0.657000005245,0.446999996901,0.212999999523,0.131999999285,0.708999991417,0.0320000015199,0.0
